ts_s,ts_ms,Sensor1_raw,Sensor2_raw,Sensor3_raw,Sensor4_raw,Sensor5_raw,Sensor6_raw,Sensor7_raw,Sensor8_raw,Sensor9_raw,Sensor10_raw
15364,15364195,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15364,15364408,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15365,15364690,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15365,15364990,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15365,15365301,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15366,15365613,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15366,15365924,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15366,15366226,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15367,15366841,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15367,15367141,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15367,15367482,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15368,15367763,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15368,15367973,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15368,15368189,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15368,15368401,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15369,15368613,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15369,15368913,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15369,15369122,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15369,15369402,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15370,15369715,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15370,15369918,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15370,15370123,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15370,15370427,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15371,15370630,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15371,15370930,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15371,15371241,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15372,15371554,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15372,15371866,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15372,15372166,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15372,15372467,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15373,15372681,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15373,15373004,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15373,15373218,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15373,15373429,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15374,15373700,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15374,15374013,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15374,15374215,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15375,15374521,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15375,15374731,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15375,15375031,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15375,15375343,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15376,15375595,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15376,15375853,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15376,15376063,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15376,15376366,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15377,15376676,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15377,15376976,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15377,15377212,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15378,15377598,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15378,15377800,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15378,15378002,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15378,15378312,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15379,15378614,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15379,15378949,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15379,15379232,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15379,15379463,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15380,15379664,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15380,15380055,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15380,15380257,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15380,15380466,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15381,15380771,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15381,15381077,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15381,15381279,26.5,27.0,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15381,15381480,26.5,27.0,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15382,15381792,26.5,27.0,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15382,15382102,26.5,27.0,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15382,15382410,26.5,27.0,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15383,15382613,26.5,27.0,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15383,15382913,26.5,27.0,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15383,15383126,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15383,15383363,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15384,15383643,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15384,15383973,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15384,15384194,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15384,15384460,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15385,15384761,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15385,15385074,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15385,15385285,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15386,15385576,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15386,15385777,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15386,15386090,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15386,15386414,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15387,15386707,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15387,15387039,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15387,15387329,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15388,15387539,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15388,15387832,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15388,15388042,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15388,15388344,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15389,15388648,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15389,15388962,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15389,15389163,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15389,15389364,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15390,15389675,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15390,15389986,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15390,15390287,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15390,15390498,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15391,15390919,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15391,15391219,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15391,15391421,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15392,15391624,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15392,15391826,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15392,15392027,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15392,15392347,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15393,15392548,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15393,15392777,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15393,15393077,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15393,15393291,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15394,15393503,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15394,15393713,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15394,15393914,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15394,15394126,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15394,15394332,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15395,15394547,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15395,15394802,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15395,15395215,26.5,26.75,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15395,15395439,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15396,15395720,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15396,15396022,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15396,15396335,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15397,15396637,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15397,15396937,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15397,15397147,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15397,15397458,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15398,15397769,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15398,15398071,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15398,15398383,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15399,15398684,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15399,15398984,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15399,15399184,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15400,15399514,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15400,15399724,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15400,15400017,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15400,15400338,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15401,15400539,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15401,15400841,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15401,15401141,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15401,15401460,26.5,27.0,26.25,26.5,26.25,26.75,26.75,26.5,26.5,27.0
15402,15401663,26.5,27.0,26.25,26.5,26.25,26.75,26.75,26.5,26.5,27.0
15402,15401865,26.5,27.0,26.25,26.5,26.25,26.75,26.75,26.5,26.5,27.0
15402,15402066,26.5,27.0,26.25,26.5,26.25,26.75,26.75,26.5,26.5,27.0
15402,15402306,26.5,27.0,26.25,26.5,26.25,26.75,26.75,26.5,26.5,27.0
15403,15402678,26.5,27.0,26.25,26.5,26.25,26.75,26.75,26.5,26.5,27.0
15403,15402978,26.5,27.0,26.25,26.5,26.25,26.75,26.75,26.5,26.5,27.0
15403,15403298,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15404,15403500,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15404,15403910,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15404,15404220,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15404,15404431,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15405,15404633,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15405,15404933,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15405,15405148,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15405,15405369,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15406,15405569,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15406,15405772,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15406,15406012,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15406,15406267,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15406,15406469,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15407,15406680,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15407,15406984,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15407,15407287,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15408,15407598,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15408,15407800,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15408,15408010,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15408,15408218,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15408,15408420,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15409,15408633,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15409,15408933,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15409,15409164,26.5,27.0,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15409,15409476,26.5,27.0,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15410,15409693,26.5,27.0,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15410,15409905,26.5,27.0,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15410,15410182,26.5,27.0,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15410,15410398,26.5,27.0,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15411,15410634,26.5,27.0,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15411,15410934,26.5,27.0,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15411,15411137,26.5,26.75,26.25,26.5,26.25,26.75,26.75,26.5,26.75,27.0
15411,15411390,26.5,26.75,26.25,26.5,26.25,26.75,26.75,26.5,26.75,27.0
15412,15411591,26.5,26.75,26.25,26.5,26.25,26.75,26.75,26.5,26.75,27.0
15412,15411791,26.5,26.75,26.25,26.5,26.25,26.75,26.75,26.5,26.75,27.0
15412,15411990,26.5,26.75,26.25,26.5,26.25,26.75,26.75,26.5,26.75,27.0
15412,15412409,26.5,26.75,26.25,26.5,26.25,26.75,26.75,26.5,26.75,27.0
15413,15412619,26.5,26.75,26.25,26.5,26.25,26.75,26.75,26.5,26.75,27.0
15413,15412919,26.5,26.75,26.25,26.5,26.25,26.75,26.75,26.5,26.75,27.0
15413,15413136,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15413,15413337,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15414,15413539,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15414,15413740,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15414,15413941,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15414,15414152,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15414,15414364,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15415,15414563,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15415,15414865,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15415,15415165,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15415,15415487,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15416,15415697,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15416,15415898,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15416,15416109,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15416,15416329,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15417,15416546,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15417,15416818,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15417,15417118,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15417,15417320,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15418,15417530,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15418,15417745,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15418,15418046,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15418,15418348,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15419,15418558,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15419,15418760,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15419,15419060,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15419,15419371,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15420,15419684,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15420,15419983,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15420,15420195,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15420,15420407,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15421,15420857,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15421,15421157,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15421,15421418,26.5,27.0,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15422,15421840,26.5,27.0,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15422,15422041,26.5,27.0,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15422,15422243,26.5,27.0,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15422,15422445,26.5,27.0,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15423,15422647,26.5,27.0,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15423,15423081,26.5,27.0,26.5,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15423,15423282,26.5,27.0,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15423,15423483,26.5,27.0,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15424,15423683,26.5,27.0,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15424,15423883,26.5,27.0,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15424,15424084,26.5,27.0,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15424,15424465,26.5,27.0,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15425,15424703,26.5,27.0,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15425,15425003,26.5,27.0,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15425,15425203,26.5,26.75,26.25,26.5,26.25,26.75,26.75,26.5,26.5,27.0
15426,15425515,26.5,26.75,26.25,26.5,26.25,26.75,26.75,26.5,26.5,27.0
15426,15425726,26.5,26.75,26.25,26.5,26.25,26.75,26.75,26.5,26.5,27.0
15426,15425951,26.5,26.75,26.25,26.5,26.25,26.75,26.75,26.5,26.5,27.0
15426,15426362,26.5,26.75,26.25,26.5,26.25,26.75,26.75,26.5,26.5,27.0
15427,15426562,26.5,26.75,26.25,26.5,26.25,26.75,26.75,26.5,26.5,27.0
15427,15426847,26.5,26.75,26.25,26.5,26.25,26.75,26.75,26.5,26.5,27.0
15427,15427161,26.5,26.75,26.25,26.5,26.25,26.75,26.75,26.5,26.5,27.0
15427,15427361,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15428,15427560,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15428,15427961,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15428,15428163,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15428,15428395,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15429,15428691,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15429,15428991,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15429,15429303,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15430,15429504,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15430,15429706,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15430,15429910,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15430,15430222,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15431,15430535,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15431,15430737,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15431,15431037,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15431,15431376,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15432,15431586,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15432,15431799,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15432,15432009,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15432,15432223,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15432,15432449,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15433,15432650,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15433,15432950,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15434,15433505,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15434,15433713,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15434,15434013,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15434,15434224,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15434,15434424,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15435,15434635,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15435,15434935,26.5,26.75,26.25,26.5,26.5,26.75,26.5,26.5,26.5,27.0
15435,15435296,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15436,15435548,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15436,15435899,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15436,15436170,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15437,15436573,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15437,15436892,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15437,15437192,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15438,15437503,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15438,15437814,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15438,15438025,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15438,15438225,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15438,15438436,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15439,15438728,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15439,15439028,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15439,15439338,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15440,15439559,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15440,15439910,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15440,15440163,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15440,15440473,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15441,15440773,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15441,15441085,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.5,27.0
15441,15441286,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15442,15441566,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15442,15441800,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
15442,15442121,26.5,26.75,26.25,26.5,26.5,26.75,26.75,26.5,26.75,27.0
